names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Golden Agri-Res,0.164,0.142 - 0.138,0.138,apr_12_2020,"1,771.58M",12.73B,-,773.49M,0.02,-,SGD 0.21583,SGD 0.21581,7.3869787236285696,0.2610999445216325,2.750780141428571,0.282,4.888595744257142,2.244822695342857,"3,366.44M",29.168,"5,138.02M","8,786.69M",784.36M,4.546,2.459,-282.27M,-,"9,176.89M",137.83M,2.143,276.77M,3.313,-3.176,11.468,637.81M,Food & Beverages / Food Processing / 
HSI25800MBeCW200528,0.128,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Haw Par,9.470,10.550 - 10.130,10.26,apr_12_2020,"2,268.87M",221.14M,-,2.38M,0.82,-,SGD 11.99855,SGD 11.85812,11.176395263139419,7.4925782358682556,10.794902373179541,0.719,2.624671089952859,2.1112265406670008,-457.78M,-,"1,811.09M","3,241.26M",465.60M,5.989,5.81,-2.97M,-,243.99M,195.20M,80.005,182.21M,74.679,9.38,8.699,201.87M,Pharmaceuticals / 
DLC SG5xShortKepCorp A,0.845,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Frasers Com Tr,1.300,1.180 - 1.120,1.17,apr_12_2020,"1,072.45M",916.62M,-,65.52M,0.16,-,SGD 1.54333,SGD 1.54359,8.047565216864406,10.43774669179115,8.131217391016948,0.715,-,6.853826086525424,646.24M,31.363,"1,696.49M","2,259.65M",21.53M,10.181,6.714,-0.01M,-,131.29M,55.85M,46.137,149.07M,113.538,-4.74,4.849,71.35M,Real Estate / Commercial REITs / 
CromwellReit EUR,0.375,0.345 - 0.325,0.33,apr_12_2020,843.51M,2.56B,-,140.55M,0.05,-,EUR 0.48958,EUR 0.48268,7.850735293656717,5.7953070937291145,-,0.64,13.63676470522388,-,744.55M,61.111,"1,588.05M","2,254.87M",79.25M,8.963,5.359,-,-,177.05M,130.04M,73.45,109.05M,61.591,-,-,103.36M,Real Estate / Commercial REITs / 
Rex Intl,0.120,0.090 - 0.084,0.086,apr_12_2020,112.99M,1.30B,-,"1,233.31M",0.02,-,SGD 0.15541,SGD 0.15541,5.665411764137932,1169.190311343639,4.744941176551726,0.557,-,-,-64.00M,0.635,48.99M,180.80M,61.93M,14.941,11.408,-22.65M,-,0.19M,17.29M,"12,803.70",27.68M,"16,465.93",-18.547,-,28.02M,Energy - Fossil Fuels / Oil & Gas Exploration and Productio / 
Cache Log Trust,0.520,0.440 - 0.410,0.43,apr_12_2020,468.18M,1.09B,-,53.62M,-0.01,-,SGD 0.61335,SGD 0.61333,-,6.029525148408534,-,0.628,13.59376744539326,9.016558139235956,572.60M,63.618,"1,040.78M","1,358.66M",15.26M,-1.692,-0.574,-,-,113.56M,51.38M,45.242,-13.16M,-6.744,0.522,-,75.73M,Real Estate / Commercial REITs / 
OUE,1.060,1.030 - 0.995,1.01,apr_12_2020,991.42M,901.52M,-,14.04M,0.2,-,SGD 1.22025,SGD 1.21975,3.9209708737230775,1.1279423125770947,2.739533980656411,0.224,2.037669903282052,1.5683883492717952,"3,461.26M",66.416,"4,452.68M","10,734.50M",554.47M,6.371,3.218,-11.40M,-,930.84M,151.45M,16.27,255.22M,34.571,15.688,-26.095,208.54M,Real Estate / Real Estate Development & Operations / 
Raffles Medical,0.845,0.775 - 0.750,0.75,apr_12_2020,"1,371.87M",1.83B,-,48.75M,0.03,-,SGD 0.96145,SGD 0.9669,24.630387098940396,3.1241751506068596,16.660129032980134,1.63,3.634045161543046,2.8893548384569536,48.55M,21.534,"1,420.42M","1,284.82M",151.83M,7.344,5.041,-98.38M,-,522.04M,76.17M,14.591,60.27M,11.593,5.418,-3.595,103.44M,Healthcare Services / Healthcare Facilities & Services / 
HSI26200MBeCW200629,0.074,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
StarhillGbl Reit,0.455,0.435 - 0.410,0.435,apr_12_2020,951.30M,2.19B,-,77.47M,0.03,-,SGD 0.63741,SGD 0.6376,15.513383717317074,5.329578149845331,15.486930228170735,0.493,8.907418604341464,-,"1,076.14M",52.034,"2,010.46M","3,141.98M",72.95M,3.346,2.054,-,-,199.85M,101.14M,47.326,64.78M,32.417,-,-,133.10M,Real Estate / Commercial REITs / 
BreadTalk,0.770,0.745 - 0.735,0.74,apr_12_2020,417.20M,563.07M,-,51.15M,0,-,SGD 0.65683,SGD 0.66563,-,0.6697865860589568,2.438161073333333,2.828,1.3963355706666667,1.9596241615238095,641.42M,228.483,"1,058.62M","1,257.23M",193.75M,-3.733,-0.414,-46.69M,-,664.93M,7.83M,1.177,-5.25M,-0.581,2.477,-,213.53M,Cyclical Consumer Services / Restaurants & Bars / 
First Reit,0.745,0.690 - 0.665,0.685,apr_12_2020,548.00M,799.99M,-,62.54M,0.06,-,SGD 0.92765,SGD 0.92934,13.355105266617645,5.965365650753403,12.547368422205881,0.639,-,8.116578947772057,453.43M,56.843,"1,001.43M","1,427.14M",32.98M,5.277,3.414,-,-,115.30M,82.04M,71.151,45.51M,42.426,2.315,-14.552,100.07M,Real Estate / Specialized REITs / 
AIMS APAC Reit,1.110,1.070 - 1.020,1.06,apr_12_2020,749.06M,706.66M,-,42.62M,0.07,-,SGD 1.35981,SGD 1.35783,10.1869705884466,7.357782872465265,-,0.772,8.86911764729126,7.137735294582523,623.05M,44.962,"1,228.39M","1,484.80M",18.09M,5.36,5.023,-,-,120.56M,52.77M,73.768,78.86M,65.414,-3.066,-14.099,78.95M,Real Estate / Commercial REITs / 
ParkwayLife Reit,3.110,3.020 - 2.950,2.97,apr_12_2020,"1,796.86M",605.00M,-,17.68M,0.2,-,SGD 3.22233,SGD 3.22174,14.995966892247557,16.538353530098885,-,1.52,4.0244635764071655,4.317956953843648,720.30M,56.218,"2,517.16M","2,003.03M",21.87M,10.646,6.333,-,-,115.22M,86.55M,75.115,123.40M,107.095,2.796,0.376,93.27M,Real Estate / Specialized REITs / 
Olam Intl,1.440,1.500 - 1.410,1.42,apr_12_2020,"4,644.85M",3.19B,-,12.94M,0.16,-,SGD 1.70885,SGD 1.70644,8.688322147999997,0.131695689,4.3770201339999995,0.703,5.444939597,-,"9,416.40M",90.773,"14,061.24M","25,670.36M","3,179.58M",7.981,2.138,-619.71M,-,"32,992.72M","1,236.66M",3.748,509.10M,1.592,-,-,"1,646.49M",Food & Beverages / Food Processing / 
DLC SG7xShortMSG210114,2.200,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
HSI25400MBeCW200629,0.138,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Hi-P,0.945,0.830 - 0.800,0.82,apr_12_2020,727.48M,805.46M,-,73.06M,0.1,-,SGD 1.32739,SGD 1.32778,9.70515,0.7423270309297934,5.190412500000001,1.111,6.9150375,7.636781250000001,-181.26M,2.606,546.22M,"1,291.61M",329.59M,13.866,6.383,-69.41M,-,"1,367.67M",104.10M,7.611,80.31M,5.872,7.945,50.902,193.89M,Industrial Goods / Industrial Machinery & Equipment / 
Japfa,0.480,0.410 - 0.385,0.395,apr_12_2020,816.63M,2.05B,-,52.61M,0.09,-,SGD 0.55503,SGD 0.55502,5.172148148399999,0.20648559599999994,2.1025185179999992,0.595,-,1.5122962967999998,"1,818.67M",100.466,"2,635.30M","3,310.43M",207.79M,14.453,5.956,-315.13M,-,"5,550.90M",247.07M,6.351,171.15M,4.746,2.378,26.766,681.02M,Food & Beverages / Food Processing / 
SIA Engineering,1.780,1.700 - 1.610,1.65,apr_12_2020,"1,854.79M",1.12B,-,15.06M,0.14,-,SGD 2.40236,SGD 2.40236,10.341053891963636,2.0642485562484487,7.6561317366303046,1.196,7.106143712981821,4.1558203590424245,-373.00M,0.822,"1,352.51M","1,845.28M",521.58M,10.681,10.02,-39.78M,-,"1,020.80M",56.97M,7.1,190.87M,18.373,-2.82,-9.541,144.41M,Transportation / Airport Services / 
Riverstone,1.140,0.985 - 0.935,0.975,apr_12_2020,723.89M,741.08M,-,23.35M,0.06,-,SGD 1.02155,SGD 1.02218,,,,2.775,,,-38.73M,0.887,685.16M,932.65M,130.41M,17.406,14.446,-76.94M,-,326.26M,157.41M,15.917,43.02M,13.187,19.93,12.986,68.19M,"Healthcare Services / Medical Equipment, Supplies & Distribution / "
IREIT Global,0.640,0.525 - 0.490,0.515,apr_12_2020,328.76M,638.36M,-,27.64M,0.17,-,SGD 0.66614,SGD 0.66614,3.6590769231698106,8.884260355098608,-,0.583,13.47815384150943,9.294769230490564,327.60M,65.328,656.36M,636.38M,25.34M,20.881,11.825,-,-,56.05M,82.20M,233.092,109.51M,195.367,-,-,41.84M,Real Estate / Commercial REITs / 
Prime US ReitUSD,0.640,0.640 - 0.575,0.59,apr_12_2020,620.54M,1.05B,-,48.96M,-,-,USD 0.8895,USD 0.88541,-,-,-,-,-,-,-,52.444,"1,015.51M","1,297.17M",37.86M,-,-,-,-,-,36.10M,-,-,-,-,-,-,Collective Investments / Investment Trusts / 
HSI26600MBeCW200528,0.084,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
UG Healthcare,0.197,0.210 - 0.184,0.2,apr_12_2020,39.22M,196.09M,-,110.14M,0.01,-,SGD 0.2714,SGD 0.2714,20.510483692947375,0.4344462131060389,12.220423910789476,0.923,1.3864945653526315,0.9068423910789475,37.39M,14.411,72.69M,99.09M,4.87M,5.949,1.466,-8.60M,-,103.49M,3.67M,3.211,2.03M,1.405,9.034,-15.868,5.50M,"Healthcare Services / Medical Equipment, Supplies & Distribution / "
OUE Com Reit,0.380,0.335 - 0.320,0.335,apr_12_2020,"1,806.47M",5.39B,-,83.53M,0.03,-,SGD 0.49794,SGD 0.49733,15.485575755882355,9.308429751508651,14.99848484882353,0.491,10.074606060470588,7.191212120941176,"2,653.37M",58.047,"4,459.85M","6,888.19M",59.41M,3.783,2.325,-0.06M,-,257.33M,197.72M,76.834,115.00M,51.771,-,-,203.19M,Real Estate / Commercial REITs / 
NikkoAM-STC Asia REIT,1.004,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Yoma Strategic,0.199,0.187 - 0.172,0.176,apr_12_2020,392.69M,2.23B,-,74.79M,0.03,-,SGD 0.31674,SGD 0.31672,-,3.5072291749789,-,0.463,3.0233101608225814,-,464.05M,46.709,812.79M,"1,201.88M",80.73M,6.248,-2.667,-26.37M,-,126.80M,56.34M,-21.22,-43.61M,-34.386,-2.827,12.472,25.79M,Real Estate / Real Estate Development & Operations / 
DLC SG5xLong CLIFE,0.062,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShort CMOB,0.205,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Top Glove,2.100,2.180 - 2.100,2.14,apr_12_2020,"16,350.88M",2.56B,-,305.77M,0.14,-,SGD 1.97021,SGD 1.97021,42.73300000140845,3.3940000003570714,27.83399999859155,4.123,1.176,2.066999999577465,936.78M,54.371,"18,518.51M","5,688.21M",253.07M,14.824,6.046,-568.16M,-,"4,818.09M",495.25M,10.206,375.94M,7.824,14.319,14.362,702.20M,"Healthcare Services / Medical Equipment, Supplies & Distribution / "
Yanlord Land,1.010,0.995 - 0.960,0.995,apr_12_2020,"1,938.99M",1.93B,-,45.53M,0.35,-,SGD 1.14951,SGD 1.14818,2.98499481857732,0.5652464227445001,1.8755647667422681,0.338,-,4.3707357516082475,"6,473.15M",111.485,"8,412.14M","129,895.31M","13,817.59M",12.578,4.386,-133.62M,-,"3,754.22M","8,795.06M",47.117,673.85M,27.794,10.086,19.936,"1,617.85M",Real Estate / Real Estate Development & Operations / 
KepPacOakReitUSD,0.530,0.495 - 0.475,0.48,apr_12_2020,449.23M,935.90M,-,76.26M,0.08,-,USD 0.69222,USD 0.69158,6.600412371134022,4.3659066850887465,-,0.599,13.68274226804124,-,439.88M,61.066,889.12M,"1,300.62M",38.23M,9.905,5.884,-,-,122.89M,66.60M,54.195,69.66M,56.685,7.04,58.199,66.62M,Real Estate / Commercial REITs / 
SPDR S&P500 US$,275.340,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Valuetronics,0.590,0.510 - 0.490,0.495,apr_12_2020,215.64M,435.00M,-,53.72M,0.09,-,SGD 0.71642,SGD 0.71638,6.695897959232322,0.6118209080644831,5.459306122303031,0.993,8.952346938848484,5.942142857313129,-195.85M,-,44.37M,"2,013.37M",930.45M,17.961,10.102,-47.06M,-,510.92M,224.65M,8.465,38.58M,7.551,1.62,4.684,52.25M,Technology Equipment / Electronic Equipment & Parts / 
SoilbuildBizReit,0.350,0.310 - 0.290,0.305,apr_12_2020,385.49M,1.26B,-,52.87M,0.03,-,SGD 0.43563,SGD 0.43561,11.103606557777777,5.699328137037036,-,0.474,-,8.33,541.12M,68.507,926.61M,"1,407.38M",16.24M,4.379,2.548,-,-,89.07M,65.65M,73.71,33.82M,37.975,-1.004,-10.328,64.98M,Real Estate / Commercial REITs / 
DLC SG5xShort DBS,1.120,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OCBC Bk MB eCW201228,0.074,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Far East HTrust,0.460,0.405 - 0.390,0.405,apr_12_2020,788.04M,1.95B,-,84.55M,0.03,-,SGD 0.63114,SGD 0.63052,14.8097,9.019450000000003,-,0.468,8.9792,5.9731,986.36M,58.034,"1,774.39M","2,699.55M",5.84M,3.627,2.236,-,-,115.55M,90.25M,78.108,60.37M,52.247,-2.593,-4.804,90.25M,Real Estate / Specialized REITs / 
DLC SG5xShortMSG200714,1.570,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Frencken,0.675,0.575 - 0.550,0.57,apr_12_2020,242.12M,424.77M,-,32.69M,0.11,-,SGD 0.81443,SGD 0.81443,6.825265486725666,0.5238135327746891,4.544601769911506,0.819,6.287654867256639,4.539823008849559,-53.63M,3.797,188.49M,506.20M,122.38M,15.126,8.784,-15.51M,-,659.15M,53.90M,8.177,42.37M,6.463,6.055,29.125,79.57M,Industrial Goods / Industrial Machinery & Equipment / 
DLC SG5xShort OCBC,0.600,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Sabana Reit,0.280,0.300 - 0.280,0.28,apr_12_2020,294.86M,1.05B,-,28.11M,0.02,-,SGD 0.40829,SGD 0.40729,13.319600000000001,3.365102222,-,0.496,8.147066667000002,6.743333333000001,350.81M,49.097,645.68M,971.65M,4.10M,3.444,2.107,-,-,76.34M,29.85M,39.1,20.66M,27.057,-8.839,-15.082,45.62M,Real Estate / Specialized REITs / 
DLC SG5xShort KepCorp,0.052,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShortGeely A,0.430,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ABF SG BOND ETF,1.220,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Frasers HTrust,0.475,0.380 - 0.355,0.38,apr_12_2020,725.67M,1.91B,-,35.21M,0.02,-,SGD 0.63152,SGD 0.63147,19.654444438961036,8.335590278116037,16.816319438961038,0.49,14.659027780519478,-,789.42M,55.886,"1,494.87M","2,446.47M",85.00M,3.116,2.149,-1.22M,-,151.55M,55.71M,37.839,48.69M,35.064,-,-,97.73M,Real Estate / Specialized REITs / 
HRnetGroup,0.450,0.445 - 0.420,0.43,apr_12_2020,434.90M,1.01B,-,10.07M,0.05,-,SGD 0.56126,SGD 0.56405,8.603181818372093,1.075258264453759,7.125340909186048,1.304,6.660000000000001,-,-260.45M,2.046,174.45M,419.26M,274.72M,15.513,13.495,-1.28M,-,423.08M,68.37M,16.161,51.60M,13.183,5.492,9.168,75.35M,Industrial & Commercial Services / Employment Services / 
DLC SG5xShort SIA,0.830,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Lippo Malls Tr,0.103,0.121 - 0.116,0.118,apr_12_2020,345.36M,2.93B,-,104.91M,0,-,SGD 0.2003,SGD 0.20029,-,0.9166303535065395,14.512785125948275,0.317,13.634305788793101,7.812677686258622,600.90M,59.089,946.26M,"2,013.01M",109.73M,-0.392,0.679,-2.79M,-,273.00M,113.33M,41.514,-4.22M,4.945,11.251,-,160.48M,Real Estate / Commercial REITs / 
LION-PHILLIP S-REIT,0.915,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xLong KepCorp,0.120,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
EC World Reit,0.620,0.525 - 0.510,0.52,apr_12_2020,416.63M,801.21M,-,42.74M,0.08,-,SGD 0.70295,SGD 0.69434,7.496685714616821,5.86170775554057,-,0.609,13.73329523588785,-,535.05M,85.773,951.67M,"1,724.04M",119.47M,9.504,4.026,-,-,99.13M,52.13M,52.59,65.22M,65.795,-,-,82.87M,Real Estate / Specialized REITs / 
DLC SG5xLong Venture,0.185,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG7xShortHSC210114,0.755,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xLong AREIT,0.064,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xLong Sunny,0.200,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
QAF,0.775,0.735 - 0.675,0.72,apr_12_2020,414.19M,575.27M,-,4.52M,0.05,-,SGD 0.77358,SGD 0.77358,17.244037038620686,0.6314389576468489,6.465222222103448,0.816,7.972740740344827,5.792407407724139,92.49M,18.091,506.68M,850.47M,73.17M,5.413,3.456,-35.47M,-,863.89M,32.90M,3.808,27.58M,3.269,-4.16,-10.142,83.29M,Food & Beverages / Food Processing / 
DLC SG5xShort AREIT,0.075,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG7xLongHSI210723,0.154,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DBS MB ePW201231,0.235,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShort AIA,0.215,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
HPH Trust USD,0.117,USD 0.115 - 0.102,USD 0.104,apr_12_2020,905.95M,8.71B,-,140.21M,0.01,-,USD 0.14647,USD 0.14671,15.103223304000002,0.8141916302742859,1.6277766993428573,0.272,15.382660198285715,8.80453398017143,"3,033.80M",102.353,"3,939.75M","92,660.70M","7,040.20M",2.008,1.941,-581.40M,-,"1,434.70M","3,430.90M",30.851,68.14M,16.381,-2.501,-,839.93M,Transportation / Marine Port Services / 
IPS Securex,0.060,0.052 - 0.050,0.05,apr_12_2020,24.30M,484.84M,-,253.31M,0,-,SGD 0.0714,SGD 0.0714,-,2.665440000000001,34.92480000000001,3.314,-,-,-4.49M,0.804,20.50M,11.47M,3.87M,-16.938,-0.927,-0.05M,-,13.13M,-1.24M,-0.799,-0.12M,-0.934,-10.854,-,0.85M,Technology Equipment / Communications & Networking / 
DLC SG5xShort CNOOC,0.085,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
CSE Global,0.390,0.350 - 0.335,0.335,apr_12_2020,170.16M,507.95M,-,46.02M,0.05,-,SGD 0.50684,SGD 0.5068,8.00837142808696,0.46561224502835563,5.183657142695655,0.965,9.14717142808696,6.607714285391307,61.90M,26.566,232.06M,396.33M,58.64M,13.973,6.902,-10.46M,-,453.30M,30.12M,6.425,23.36M,5.066,1.626,-6.122,42.46M,Software & IT Services / IT Services & Consulting / 
Q&M Dental,0.380,0.370 - 0.355,0.37,apr_12_2020,297.81M,785.62M,-,6.56M,0.02,-,SGD 0.44262,SGD 0.44262,17.302309863783787,2.6662868476844412,14.853183099459459,2.383,2.372056338216216,1.6880563382162161,76.73M,76.389,374.54M,273.18M,27.25M,15.462,7.461,-7.28M,-,127.96M,20.10M,15.709,17.98M,14.208,3.034,13.825,23.66M,Healthcare Services / Healthcare Facilities & Services / 
XT MSINDO US$,10.020,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Wing Tai,1.670,1.590 - 1.530,1.58,apr_12_2020,"1,254.41M",769.06M,-,12.14M,0.05,-,SGD 1.87138,SGD 1.93518,23.594866240322578,4.546147998106639,16.510662424774193,0.347,2.0199554138,1.738076432716129,461.69M,17.87,"1,664.20M","4,359.64M",217.33M,1.347,1.42,-9.51M,-,312.17M,24.63M,13.596,61.36M,20.178,-18.861,-30.561,60.10M,Real Estate / Real Estate Development & Operations / 
Accordia Golf Tr,0.570,0.480 - 0.460,0.475,apr_12_2020,522.08M,1.10B,-,22.89M,-0.01,-,SGD 0.62428,SGD 0.62429,-,1.1339877767851556,-,0.598,12.102191490624998,-,754.69M,73.071,"1,041.78M","158,422.00M","8,466.00M",-17.476,-6.994,"-1,311.00M",-,677.36M,"-11,218.00M",-19.539,-161.53M,-23.692,-,-,157.57M,Cyclical Consumer Services / Leisure & Recreation / 
DLC SG5xShortWilmar A,0.220,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
HSI22800MBePW200428,0.084,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShortOCBC A,1.770,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Great Eastern,18.180,18.480 - 17.640,17.94,apr_12_2020,"8,491.34M",473.32M,-,0.43M,2.17,-,SGD 20.98996,SGD 20.94931,8.3177435061,0.44131497704184114,7.624188311737498,0.986,3.2897142859602266,2.4062922082840905,"-5,816.00M",4.644,"2,675.34M","96,506.30M",-,12.51,1.126,-85.90M,-,"18,631.60M","1,212.10M",6.506,"1,003.80M",5.486,12.585,2.7,"1,310.60M",Insurance / Life & Health Insurance / 
OEL,0.020,0.022 - 0.018,0.019,apr_12_2020,12.70M,668.27M,-,607.88M,0,-,SGD 0.02563,SGD 0.02563,-,87.08518519031135,-,2.307,-,-,9.26M,131.177,21.95M,15.44M,-,-15.911,-8.023,-,-,0.18M,-0.95M,-527.222,-0.96M,-530.556,-47.014,-,-0.31M,Real Estate / Real Estate Development & Operations / 
XT MSTHAI US$,19.170,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShort Wilmar,0.042,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Hong Leong Fin,2.230,2.120 - 2.060,2.12,apr_12_2020,949.87M,448.05M,-,3.66M,0.23,-,SGD 2.46219,SGD 2.46219,9.813066985182244,5.012632197261748,9.117392344163553,0.496,7.548923444761683,5.417086124252337,-947.43M,-,-,"14,460.78M",-,5.442,0.741,-4.78M,-,396.36M,-,57.457,103.09M,47.782,5.805,10.254,132.57M,Banking & Investment Services / Corporate Financial Services / 
DLC SG5xShort UOB,1.070,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
NikkoAM SGD IGBond ETF,1.021,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
HSI23200MBePW200528,0.205,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Fu Yu,0.215,0.200 - 0.195,0.199,apr_12_2020,149.85M,752.99M,-,69.76M,0.02,-,SGD 0.24728,SGD 0.24728,12.695749999999999,0.8921424999999997,6.654249999999998,0.916,8.642999999999999,8.429075,-79.06M,4.433,70.79M,219.08M,88.46M,7.744,5.893,-7.28M,-,194.13M,16.86M,8.686,12.69M,6.537,-5.734,4.456,28.41M,Industrial Goods / Industrial Machinery & Equipment / 
DLC SG5xLong OCBC,0.099,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShort Venture,0.034,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
HSI27400MBeCW200528,0.076,-,-,apr_12_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
China Aviation,0.960,0.820 - 0.780,0.82,apr_12_2020,710.27M,860.18M,-,12.99M,0.17,-,SGD 1.14684,SGD 1.14681,5.797463414857144,0.03289470563265307,5.216780488000001,0.592,-,4.092878049142858,-519.20M,0.469,191.07M,"1,868.31M",378.78M,12.447,5.669,-0.58M,-,"29,026.09M",43.65M,0.215,142.44M,0.491,3.582,15.221,71.85M,Energy - Fossil Fuels / Oil & Gas Refining and Marketin / 
